100 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2.178961E-01 9.330718E-01 -5.961744E-01 1.148478E+00 -1.054270E+00 8.504885E-01 1.660115E+00 -1.315179E+00 6.450591E-01 -1.325801E+00 2.276949E+00 1.803111E+00 -1.630189E+00 -1.161915E+00 2.395139E+00 -7.431834E-01 -3.008835E-01 1.226331E+00 2.104148E+00 -1.281571E+00 -3.795758E-01 -5.736825E-01 1.539113E+00 1.567046E+00 5.053602E-01 -5.552262E-01 2.961334E+00
1.569236E+00 1.686193E+00 -2.226649E-01 4.857823E-01 -5.446833E-01 -1.054221E+00 5.979745E-02 -1.530243E-02 1.363171E+00 7.542607E-01 -8.604742E-01 -1.208423E+00 -1.681845E+00 -1.161915E+00 -5.990437E-01 8.049108E-01 6.473191E-02 1.226331E+00 -3.718888E-01 9.291288E-02 8.178918E-01 -5.736825E-01 4.073134E-01 3.348340E-01 -2.478291E-01 -7.588300E-01 5.633771E-01
-3.606934E-01 1.794174E+00 2.647381E-01 -4.722725E-01 -2.923438E-01 -1.054221E+00 -1.150495E+00 1.423404E+00 1.270098E+00 7.542607E-01 -1.031239E+00 1.912465E+00 -1.321417E+00 -1.161915E+00 -4.067569E-01 1.346497E+00 -2.980992E-01 1.226331E+00 -1.199511E+00 5.390201E-01 -1.590629E+00 -5.736825E-01 -5.436362E-01 -9.374560E-01 -3.003435E-01 -5.232620E-01 -1.506304E+00
-6.911299E-01 -1.063802E+00 -1.198263E+00 6.913307E-01 -1.083016E+00 -1.054221E+00 7.691199E-01 -2.807651E-01 -1.228812E+00 -1.325801E+00 1.539472E+00 3.189023E-01 6.769182E-01 8.606486E-01 1.473363E+00 5.827022E-02 3.717228E-01 1.226331E+00 -7.192770E-01 7.412447E-01 4.801948E-01 -5.736825E-01 1.698463E+00 2.433028E+00 -2.393033E-01 9.671552E-01 3.362792E-01
-6.743614E-02 -6.367618E-01 -6.201658E-01 -6.255066E-02 1.588715E+00 -5.983562E-03 -5.953044E-01 -1.238987E+00 3.368440E-01 -1.325801E+00 -1.815123E-01 -1.329374E+00 8.790867E-01 8.606486E-01 -1.435636E-01 -1.293935E+00 -1.222800E+00 -8.154401E-01 -5.528374E-01 -1.418494E+00 -5.629821E-01 1.743123E+00 8.818024E-01 2.515837E-03 1.560950E+00 -1.507602E-01 -1.023889E+00
-6.996430E-01 1.333759E-01 9.283648E-01 -5.667081E-01 2.770301E-01 8.504885E-01 8.640920E-01 5.245639E-01 -1.379703E+00 -1.325801E+00 1.675128E+00 3.882410E-01 4.254327E-01 8.606486E-01 1.132715E+00 1.656770E+00 -7.302641E-01 -8.154401E-01 -3.261467E-01 1.479032E-01 3.563761E-02 1.743123E+00 1.202494E-01 -2.866607E-01 -3.129641E-01 -4.310390E-01 3.959296E-01
2.204765E+00 2.836205E-01 -2.225772E-01 -2.717263E+00 9.965901E-01 -5.983562E-03 8.475617E-01 7.208764E-01 1.350051E+00 7.542607E-01 -7.860107E-01 1.727221E-01 -6.473715E-01 8.606486E-01 -1.243096E-01 5.341164E-01 -1.603976E+00 -8.154401E-01 -4.298070E-01 9.515889E-01 1.083608E+00 -5.736825E-01 -4.479413E-01 -4.224422E-01 -3.445318E-01 1.492983E+00 3.563710E-02
5.206791E-01 7.902089E-01 -2.215180E-01 -4.241886E-02 -5.256733E-01 -5.983562E-03 -3.388014E-02 -4.321975E-01 1.471763E+00 7.542607E-01 5.052654E-01 1.974639E-01 -1.722556E+00 -1.161915E+00 1.148092E+00 -1.407413E-01 -3.145524E-01 1.226331E+00 8.283399E-01 1.649280E-01 9.528989E-02 -5.736825E-01 -2.854562E-01 -4.981611E-01 -3.295206E-01 -8.187601E-02 1.104590E-02
-4.212980E-01 -9.658297E-01 -1.499216E+00 -2.741043E-02 -7.522116E-01 -1.054221E+00 -4.703330E-01 -2.175216E-01 -1.555877E+00 7.542607E-01 -2.816475E-02 -7.117777E-02 4.698334E-01 -1.161915E+00 -1.061822E+00 -1.195330E+00 5.226921E-01 1.226331E+00 -1.039832E+00 -6.207616E-02 -1.046858E-01 -5.736825E-01 -9.205864E-01 -1.227983E+00 -3.491462E-01 -2.571453E-01 -8.841751E-01
